distance_km,duration_minutes,pace,average_cadence,average_heartrate,cluster
42.2,510.0,12.02,149.0,134.0,4
42.2,470.0,11.04,147.0,132.0,4
42.2,455.0,11.21,150.0,134.0,4
42.2,460.0,10.14,153.0,136.0,4
42.2,465.0,11.36,149.0,133.0,4
42.2,480.0,11.19,151.0,135.0,4
42.2,495.0,10.23,154.0,138.0,4
42.2,470.0,11.05,150.0,134.0,4
42.2,460.0,10.39,152.0,136.0,4
42.2,490.0,11.2,149.0,132.0,4
42.2,485.0,11.36,148.0,131.0,4
42.2,475.0,11.51,147.0,130.0,4
42.2,485.0,11.19,149.0,132.0,4
42.2,470.0,11.05,150.0,134.0,4
42.2,465.0,11.36,149.0,133.0,4
42.2,485.0,11.19,150.0,134.0,4
42.2,470.0,11.04,149.0,132.0,4
42.2,455.0,11.21,151.0,134.0,4
42.2,490.0,11.2,150.0,133.0,4
42.2,475.0,11.51,147.0,130.0,4
42.2,480.0,11.19,148.0,131.0,4
42.2,470.0,11.04,150.0,132.0,4
42.2,400.0,9.28,150.0,135.0,8
42.2,410.0,9.4,148.0,138.0,8
42.2,385.0,9.05,152.0,133.0,3
42.2,415.0,9.46,147.0,136.0,8
42.2,405.0,9.32,149.0,137.0,8
42.2,420.0,9.53,146.0,134.0,8
42.2,395.0,9.18,151.0,132.0,8
42.2,390.0,9.11,152.0,130.0,8
42.2,395.0,9.18,150.0,134.0,8
42.2,410.0,9.4,147.0,137.0,8
42.2,385.0,9.05,154.0,132.0,3
42.2,415.0,9.46,146.0,138.0,8
42.2,395.0,9.18,153.0,134.0,8
42.2,400.0,9.28,150.0,135.0,8
42.2,390.0,9.11,151.0,132.0,8
42.2,405.0,9.32,148.0,136.0,8
42.2,385.0,9.05,155.0,134.0,3
42.2,418.0,9.51,145.0,137.0,8
42.2,402.0,9.28,149.0,135.0,8
42.2,398.0,9.22,150.0,133.0,8
42.2,410.0,9.4,147.0,138.0,8
42.2,385.0,9.05,154.0,132.0,3
42.2,420.0,9.53,146.0,137.0,8
42.2,397.0,9.21,153.0,134.0,8
42.2,403.0,9.29,150.0,135.0,8
42.2,388.0,9.08,154.0,132.0,8
42.2,412.0,9.42,147.0,138.0,8
50.0,600.0,12.0,150.0,130.0,2
50.0,610.0,12.12,148.0,132.0,2
50.0,590.0,11.48,152.0,129.0,2
50.0,620.0,12.24,147.0,131.0,2
50.0,605.0,12.06,149.0,130.0,2
50.0,615.0,12.18,146.0,133.0,2
50.0,590.0,11.48,153.0,129.0,2
50.0,625.0,12.3,145.0,134.0,2
50.0,595.0,11.54,151.0,130.0,2
50.0,605.0,12.06,149.0,131.0,2
50.0,600.0,12.0,150.0,130.0,2
50.0,610.0,12.12,148.0,132.0,2
50.0,585.0,11.42,154.0,128.0,2
50.0,620.0,12.24,147.0,131.0,2
50.0,598.0,11.56,151.0,129.0,2
50.0,608.0,12.1,147.0,132.0,2
50.0,598.0,11.56,152.0,129.0,2
50.0,620.0,12.24,146.0,131.0,2
50.0,585.0,11.42,154.0,128.0,2
50.0,610.0,12.12,148.0,132.0,2
50.0,600.0,12.0,150.0,130.0,2
50.0,615.0,12.18,146.0,132.0,2
50.0,593.0,11.52,151.0,129.0,2
50.0,602.0,12.02,150.0,130.0,2
50.0,607.0,12.08,149.0,131.0,2
50.0,590.0,11.48,153.0,128.0,2
50.0,615.0,12.18,146.0,132.0,2
50.0,600.0,12.0,150.0,130.0,2
50.0,605.0,12.06,152.0,132.0,2
50.0,610.0,12.12,149.0,129.0,2
50.0,615.0,12.18,151.0,131.0,2
50.0,620.0,12.24,150.0,132.0,2
50.0,625.0,12.3,148.0,128.0,2
50.0,600.0,12.0,152.0,131.0,2
50.0,605.0,12.06,153.0,133.0,2
50.0,610.0,12.12,149.0,130.0,2
50.0,615.0,12.18,150.0,131.0,2
50.0,620.0,12.24,149.0,129.0,2
50.0,625.0,12.3,147.0,127.0,2
50.0,602.0,12.02,151.0,130.0,2
50.0,607.0,12.08,152.0,132.0,2
50.0,612.0,12.14,150.0,131.0,2
50.0,617.0,12.2,149.0,128.0,2
50.0,622.0,12.26,147.0,126.0,2
50.0,598.0,11.57,153.0,133.0,2
50.0,603.0,12.03,154.0,134.0,2
50.0,608.0,12.09,152.0,132.0,2
50.0,613.0,12.15,151.0,130.0,2
50.0,618.0,12.21,149.0,128.0,2
50.0,623.0,12.27,147.0,125.0,2
50.0,605.0,12.06,154.0,135.0,2
50.0,610.0,12.12,155.0,136.0,2
50.0,600.0,12.0,155.0,130.0,2
50.0,610.0,12.12,153.0,128.0,2
50.0,620.0,12.24,150.0,132.0,2
50.0,585.0,11.42,157.0,129.0,2
50.0,630.0,12.36,152.0,131.0,2
50.0,595.0,11.54,154.0,130.0,2
50.0,605.0,12.06,156.0,128.0,2
50.0,590.0,11.48,153.0,129.0,2
50.0,615.0,12.18,150.0,127.0,2
50.0,605.0,12.06,154.0,130.0,2
50.0,610.0,12.12,155.0,129.0,2
50.0,585.0,11.42,157.0,128.0,2
50.0,620.0,12.24,150.0,131.0,2
50.0,585.0,11.42,157.0,129.0,2
50.0,600.0,12.0,156.0,130.0,2
50.0,605.0,12.06,154.0,128.0,2
50.0,595.0,11.54,155.0,127.0,2
50.0,585.0,11.42,157.0,129.0,2
50.0,595.0,11.54,154.0,130.0,2
50.0,610.0,12.12,153.0,128.0,2
50.0,585.0,11.42,157.0,129.0,2
50.0,620.0,12.24,150.0,132.0,2
50.0,595.0,11.54,154.0,129.0,2
50.0,600.0,12.0,155.0,130.0,2
50.0,610.0,12.12,153.0,128.0,2
50.0,585.0,11.42,157.0,129.0,2
50.0,620.0,12.24,150.0,131.0,2
50.0,600.0,12.0,155.0,125.0,2
50.0,610.0,12.12,152.0,127.0,2
50.0,590.0,11.48,158.0,124.0,2
50.0,605.0,12.06,154.0,126.0,2
50.0,615.0,12.18,151.0,125.0,2
50.0,620.0,12.24,150.0,124.0,2
50.0,585.0,11.42,160.0,123.0,2
50.0,605.0,12.06,154.0,125.0,2
50.0,595.0,11.54,157.0,124.0,2
50.0,610.0,12.12,152.0,127.0,2
50.0,625.0,12.3,149.0,124.0,2
50.0,585.0,11.42,160.0,122.0,2
50.0,600.0,12.0,155.0,125.0,2
50.0,595.0,11.54,157.0,123.0,2
50.0,610.0,12.12,152.0,127.0,2
50.0,620.0,12.24,150.0,124.0,2
50.0,595.0,11.54,157.0,124.0,2
50.0,615.0,12.18,151.0,125.0,2
50.0,600.0,12.0,155.0,125.0,2
50.0,585.0,11.42,160.0,123.0,2
50.0,610.0,12.12,152.0,127.0,2
50.0,595.0,11.54,157.0,124.0,2
50.0,610.0,12.12,152.0,126.0,2
50.0,620.0,12.24,150.0,124.0,2
50.0,585.0,11.42,160.0,123.0,2
50.0,600.0,12.0,155.0,125.0,2
50.0,600.0,12.0,130.0,125.0,2
50.0,620.0,12.24,128.0,122.0,2
50.0,610.0,12.12,132.0,124.0,2
50.0,605.0,12.06,129.0,126.0,2
50.0,615.0,12.18,131.0,125.0,2
50.0,625.0,12.3,130.0,124.0,2
50.0,605.0,12.06,132.0,125.0,2
50.0,595.0,11.54,131.0,124.0,2
50.0,620.0,12.24,129.0,122.0,2
50.0,599.0,11.58,130.0,125.0,2
50.0,612.0,12.14,128.0,123.0,2
50.0,607.0,12.08,130.0,124.0,2
50.0,598.0,11.58,131.0,125.0,2
50.0,602.0,12.02,129.0,124.0,2
50.0,611.0,12.13,128.0,122.0,2
50.0,608.0,12.1,130.0,124.0,2
50.0,613.0,12.16,127.0,121.0,2
50.0,605.0,12.06,132.0,125.0,2
50.0,600.0,12.0,130.0,124.0,2
50.0,598.0,11.58,129.0,123.0,2
50.0,607.0,12.08,131.0,125.0,2
50.0,612.0,12.14,128.0,122.0,2
50.0,599.0,11.58,130.0,124.0,2
50.0,620.0,12.24,129.0,122.0,2
50.0,605.0,12.06,132.0,125.0,2
5.0,35.0,7.0,140.0,105.0,7
5.0,36.0,7.12,138.0,108.0,7
5.0,34.5,6.54,142.0,103.0,7
5.0,35.5,7.06,139.0,106.0,7
5.0,36.2,7.14,137.0,109.0,7
5.0,34.8,6.57,141.0,104.0,7
5.0,35.2,7.02,140.0,105.0,7
5.0,36.5,7.18,136.0,107.0,1
5.0,34.9,6.58,142.0,102.0,7
5.0,35.3,7.03,139.0,104.0,7
5.0,36.8,7.21,135.0,108.0,1
5.0,35.1,7.01,140.0,106.0,7
5.0,36.0,7.12,138.0,107.0,7
5.0,34.4,6.52,143.0,102.0,7
5.0,35.7,7.09,137.0,105.0,7
5.0,36.4,7.16,136.0,109.0,1
5.0,34.6,6.54,142.0,103.0,7
5.0,35.8,7.09,137.0,106.0,7
5.0,36.1,7.12,138.0,107.0,7
5.0,34.7,6.56,141.0,104.0,7
5.0,35.2,7.02,139.0,105.0,7
5.0,36.7,7.2,135.0,108.0,1
5.0,35.0,7.0,140.0,105.0,7
5.0,35.9,7.1,137.0,107.0,7
5.0,36.3,7.15,136.0,109.0,1
5.0,34.8,6.57,142.0,102.0,7
5.0,35.6,7.07,138.0,106.0,7
5.0,40.2,4.02,150.0,140.0,7
5.0,42.5,4.15,148.0,142.0,7
5.0,39.8,3.59,152.0,138.0,7
5.0,41.0,4.06,149.0,139.0,7
5.0,43.1,4.18,147.0,141.0,7
5.0,40.5,4.03,151.0,140.0,7
5.0,39.2,3.55,154.0,137.0,7
5.0,41.5,4.09,148.0,142.0,7
5.0,42.0,4.12,147.0,144.0,7
5.0,43.5,4.21,146.0,145.0,7
5.0,40.8,4.05,150.0,139.0,7
5.0,39.5,3.57,153.0,138.0,7
5.0,41.2,4.07,149.0,141.0,7
5.0,42.8,4.17,147.0,143.0,7
5.0,39.9,3.59,154.0,137.0,7
5.0,42.0,4.12,147.0,142.0,7
5.0,40.1,4.01,152.0,139.0,7
5.0,43.0,4.18,146.0,144.0,7
5.0,41.9,4.11,148.0,140.0,7
5.0,40.7,4.04,151.0,139.0,7
5.0,42.3,4.14,147.0,142.0,7
5.0,39.6,3.58,154.0,138.0,7
5.0,41.3,4.08,149.0,141.0,7
5.0,43.2,4.19,145.0,143.0,7
5.0,35.5,7.06,150.0,130.0,7
5.0,36.2,7.12,152.0,132.0,7
5.0,34.8,6.56,148.0,128.0,7
5.0,35.9,7.1,151.0,131.0,7
5.0,36.5,7.18,153.0,133.0,7
5.0,34.5,6.54,147.0,127.0,7
5.0,35.7,7.08,149.0,129.0,7
5.0,36.0,7.12,151.0,130.0,7
5.0,35.2,7.02,148.0,128.0,7
5.0,36.8,7.21,154.0,134.0,7
5.0,35.0,7.0,147.0,126.0,7
5.0,35.6,7.07,149.0,128.0,7
5.0,34.9,6.58,146.0,125.0,7
5.0,36.3,7.16,152.0,132.0,7
5.0,35.8,7.09,150.0,130.0,7
5.0,36.4,7.16,153.0,134.0,7
5.0,35.1,7.0,147.0,127.0,7
5.0,36.9,7.22,155.0,135.0,7
5.0,34.7,6.56,146.0,124.0,7
5.0,35.4,7.05,149.0,129.0,7
5.0,36.1,7.12,151.0,131.0,7
5.0,35.9,7.1,150.0,130.0,7
5.0,35.2,7.02,147.0,126.0,7
5.0,36.0,7.12,152.0,132.0,7
5.0,35.5,7.06,150.0,130.0,7
5.0,36.3,7.16,154.0,134.0,7
5.0,35.0,7.0,155.0,125.0,7
5.0,36.2,7.14,152.0,127.0,7
5.0,34.8,6.56,157.0,124.0,7
5.0,35.5,7.05,153.0,126.0,7
5.0,36.5,7.17,150.0,128.0,7
5.0,34.9,6.58,156.0,124.0,7
5.0,35.8,7.08,154.0,125.0,7
5.0,36.0,7.12,151.0,127.0,7
5.0,35.2,7.02,155.0,124.0,7
5.0,36.8,7.2,149.0,129.0,7
5.0,35.1,7.0,156.0,125.0,7
5.0,35.7,7.07,154.0,126.0,7
5.0,36.3,7.14,152.0,127.0,7
5.0,34.7,6.55,158.0,124.0,7
5.0,35.4,7.03,155.0,125.0,7
5.0,36.1,7.11,151.0,128.0,7
5.0,35.6,7.05,154.0,126.0,7
5.0,34.9,6.57,157.0,124.0,7
5.0,36.4,7.15,150.0,129.0,7
5.0,35.2,7.01,155.0,125.0,7
5.0,36.0,7.12,151.0,127.0,7
5.0,35.3,7.02,156.0,125.0,7
5.0,36.5,7.17,149.0,128.0,7
5.0,34.8,6.56,158.0,124.0,7
5.0,35.9,7.09,153.0,126.0,7
5.0,36.2,7.14,152.0,127.0,7
5.0,35.0,7.0,156.0,125.0,7
5.0,40.5,8.06,150.0,125.0,7
5.0,42.3,8.27,148.0,127.0,1
5.0,41.8,8.2,149.0,126.0,1
5.0,43.1,8.35,147.0,128.0,1
5.0,39.9,7.57,152.0,124.0,7
5.0,42.7,8.32,149.0,127.0,1
5.0,41.2,8.12,151.0,125.0,7
5.0,43.5,8.4,146.0,129.0,1
5.0,40.2,8.0,153.0,124.0,7
5.0,41.5,8.17,150.0,126.0,7
5.0,42.0,8.24,149.0,127.0,1
5.0,39.4,7.52,154.0,123.0,7
5.0,40.8,8.08,152.0,124.0,7
5.0,43.8,8.44,146.0,130.0,1
5.0,42.5,8.3,148.0,127.0,1
5.0,38.9,7.45,155.0,122.0,7
5.0,41.0,8.1,151.0,125.0,7
5.0,40.3,8.01,153.0,124.0,7
5.0,43.0,8.34,147.0,128.0,1
5.0,39.7,7.55,154.0,123.0,7
5.0,41.9,8.21,150.0,126.0,1
5.0,42.1,8.23,149.0,127.0,1
5.0,41.1,8.11,151.0,125.0,7
5.0,42.9,8.34,146.0,128.0,1
5.0,40.7,8.07,152.0,125.0,7
5.0,39.5,7.52,155.0,122.0,7
5.0,40.0,8.0,154.0,124.0,7
10.0,75.0,7.3,150.0,130.0,1
10.0,76.5,7.39,151.0,132.0,1
10.0,74.2,7.22,149.0,129.0,1
10.0,77.0,7.42,152.0,131.0,1
10.0,75.8,7.34,150.0,130.0,1
10.0,76.0,7.36,151.0,131.0,1
10.0,74.8,7.27,149.0,129.0,1
10.0,78.2,7.48,153.0,132.0,1
10.0,75.3,7.31,150.0,130.0,1
10.0,76.8,7.4,152.0,132.0,1
10.0,74.6,7.27,149.0,129.0,1
10.0,77.5,7.45,153.0,133.0,1
10.0,74.0,7.24,149.0,128.0,1
10.0,75.6,7.33,150.0,130.0,1
10.0,76.2,7.36,151.0,131.0,1
10.0,75.2,7.31,149.0,129.0,1
10.0,77.1,7.42,152.0,132.0,1
10.0,74.4,7.25,149.0,128.0,1
10.0,75.9,7.35,150.0,130.0,1
10.0,76.4,7.38,151.0,131.0,1
10.0,74.9,7.28,149.0,129.0,1
10.0,76.1,7.36,151.0,131.0,1
10.0,75.7,7.34,150.0,130.0,1
10.0,77.3,7.42,152.0,132.0,1
10.0,74.3,7.25,149.0,128.0,1
10.0,75.4,7.32,150.0,129.0,1
10.0,75.0,7.3,140.0,120.0,1
10.0,78.2,7.48,138.0,118.0,1
10.0,76.5,7.39,142.0,122.0,1
10.0,77.8,7.47,139.0,119.0,1
10.0,74.3,7.25,141.0,121.0,1
10.0,75.8,7.34,137.0,119.0,1
10.0,76.2,7.36,136.0,118.0,1
10.0,75.5,7.33,138.0,119.0,1
10.0,76.8,7.4,135.0,117.0,1
10.0,77.0,7.42,134.0,116.0,1
10.0,74.9,7.29,139.0,120.0,1
10.0,75.2,7.31,137.0,119.0,1
10.0,75.7,7.34,138.0,120.0,1
10.0,76.1,7.36,136.0,118.0,1
10.0,74.8,7.28,140.0,119.0,1
10.0,75.3,7.33,137.0,118.0,1
10.0,75.9,7.36,136.0,117.0,1
10.0,77.4,7.44,135.0,116.0,1
10.0,76.9,7.4,134.0,115.0,1
10.0,75.6,7.33,138.0,119.0,1
10.0,75.0,7.3,140.0,120.0,1
10.0,76.4,7.38,137.0,118.0,1
10.0,75.2,7.31,139.0,119.0,1
10.0,75.1,7.3,140.0,120.0,1
10.0,78.0,7.48,138.0,118.0,1
10.0,74.4,7.26,141.0,121.0,1
10.0,77.2,7.42,135.0,116.0,1
10.0,75.0,7.3,140.0,120.0,1
10.0,85.3,8.33,155.0,125.0,1
10.0,87.1,8.41,150.0,123.0,1
10.0,86.2,8.37,152.0,124.0,1
10.0,84.9,8.29,157.0,126.0,1
10.0,88.4,8.5,149.0,124.0,1
10.0,85.9,8.35,153.0,125.0,1
10.0,86.7,8.4,151.0,124.0,1
10.0,84.5,8.27,158.0,126.0,1
10.0,87.8,8.46,148.0,123.0,1
10.0,85.1,8.3,154.0,125.0,1
10.0,86.5,8.39,152.0,124.0,1
10.0,84.2,8.25,160.0,126.0,1
10.0,86.8,8.4,150.0,124.0,1
10.0,85.7,8.34,154.0,125.0,1
10.0,87.0,8.41,149.0,123.0,1
10.0,85.4,8.32,156.0,125.0,1
10.0,86.9,8.42,148.0,123.0,1
10.0,85.0,8.3,157.0,125.0,1
10.0,86.4,8.38,153.0,124.0,1
10.0,84.8,8.29,159.0,126.0,1
10.0,87.3,8.43,147.0,122.0,1
10.0,85.2,8.31,155.0,125.0,1
10.0,86.1,8.37,152.0,124.0,1
10.0,84.7,8.28,158.0,126.0,1
10.0,87.5,8.45,146.0,122.0,1
10.0,85.9,8.35,154.0,125.0,1
10.0,86.3,8.38,152.0,124.0,1
10.0,84.3,8.26,159.0,126.0,1
10.0,70.5,7.03,150.0,125.0,1
10.0,72.8,7.16,152.0,127.0,1
10.0,69.2,6.54,148.0,124.0,1
10.0,71.3,7.07,151.0,126.0,1
10.0,68.5,6.5,149.0,122.0,1
10.0,73.2,7.18,153.0,128.0,1
10.0,70.0,7.0,150.0,125.0,1
10.0,69.8,6.58,149.0,123.0,1
10.0,71.5,7.08,152.0,127.0,1
10.0,72.0,7.12,154.0,129.0,1
10.0,69.6,6.56,148.0,121.0,1
10.0,70.7,7.03,150.0,124.0,1
10.0,68.8,6.52,147.0,120.0,1
10.0,71.0,7.05,151.0,125.0,1
10.0,70.2,7.01,149.0,122.0,1
10.0,69.0,6.54,148.0,120.0,1
10.0,73.0,7.18,153.0,128.0,1
10.0,70.8,7.04,150.0,124.0,1
10.0,72.5,7.14,152.0,127.0,1
10.0,68.9,6.53,147.0,120.0,1
10.0,71.7,7.09,152.0,126.0,1
10.0,69.5,6.56,148.0,122.0,1
10.0,70.3,7.02,149.0,124.0,1
10.0,71.2,7.06,151.0,125.0,1
10.0,70.0,7.0,150.0,124.0,1
10.0,68.7,6.52,147.0,121.0,1
10.0,72.2,7.12,153.0,128.0,1
10.0,85.5,8.33,155.0,125.0,1
10.0,86.2,8.38,153.0,127.0,1
10.0,84.9,8.29,157.0,124.0,1
10.0,87.2,8.43,150.0,128.0,1
10.0,85.9,8.34,154.0,126.0,1
10.0,86.7,8.4,151.0,127.0,1
10.0,85.8,8.34,156.0,125.0,1
10.0,86.5,8.39,152.0,127.0,1
10.0,85.3,8.32,157.0,124.0,1
10.0,87.0,8.42,150.0,129.0,1
10.0,85.7,8.34,154.0,125.0,1
10.0,86.4,8.38,153.0,126.0,1
10.0,85.2,8.31,156.0,124.0,1
10.0,86.1,8.37,152.0,127.0,1
10.0,85.6,8.33,155.0,125.0,1
10.0,86.8,8.4,151.0,128.0,1
10.0,85.4,8.32,156.0,124.0,1
10.0,86.2,8.37,154.0,126.0,1
10.0,85.9,8.35,155.0,125.0,1
10.0,86.9,8.41,151.0,127.0,1
10.0,85.3,8.32,157.0,124.0,1
10.0,86.4,8.39,153.0,126.0,1
10.0,85.5,8.33,156.0,125.0,1
10.0,86.0,8.36,154.0,126.0,1
10.0,86.6,8.39,152.0,127.0,1
10.0,85.4,8.32,157.0,124.0,1
10.0,86.3,8.38,153.0,126.0,1
10.0,85.7,8.34,155.0,125.0,1
21.1,210.5,9.57,150.0,130.0,0
21.1,215.2,10.08,152.0,132.0,0
21.1,213.8,10.04,149.0,131.0,0
21.1,218.7,10.17,150.0,129.0,0
21.1,212.4,9.59,151.0,130.0,0
21.1,211.3,9.56,152.0,131.0,0
21.1,214.9,10.06,150.0,132.0,0
21.1,209.4,9.51,149.0,130.0,0
21.1,216.3,10.11,151.0,129.0,0
21.1,212.0,9.58,150.0,130.0,0
21.1,213.3,10.03,149.0,131.0,0
21.1,209.9,9.52,152.0,132.0,0
21.1,217.2,10.13,150.0,129.0,0
21.1,214.0,10.04,151.0,130.0,0
21.1,210.8,9.55,150.0,131.0,0
21.1,213.7,10.04,149.0,130.0,0
21.1,211.9,9.58,152.0,132.0,0
21.1,212.5,9.59,151.0,131.0,0
21.1,209.2,9.51,150.0,130.0,0
21.1,213.1,10.03,149.0,130.0,0
21.1,215.5,10.07,151.0,131.0,0
21.1,212.9,10.02,150.0,130.0,0
21.1,210.2,9.54,152.0,132.0,0
21.1,211.6,9.57,151.0,131.0,0
21.1,214.3,10.05,150.0,129.0,0
21.1,211.2,9.56,152.0,131.0,0
21.1,209.7,9.52,150.0,130.0,0
21.1,213.5,10.03,149.0,131.0,0
21.1,220.0,10.24,155.0,135.0,0
21.1,225.3,10.37,152.0,137.0,0
21.1,215.5,10.1,153.0,134.0,0
21.1,230.7,10.52,150.0,138.0,0
21.1,221.4,10.28,154.0,136.0,0
21.1,219.8,10.2,156.0,134.0,0
21.1,225.0,10.37,151.0,137.0,0
21.1,228.4,10.45,149.0,139.0,0
21.1,217.7,10.15,157.0,133.0,0
21.1,223.0,10.29,154.0,136.0,0
21.1,216.2,10.13,156.0,134.0,0
21.1,222.9,10.29,153.0,135.0,0
21.1,224.7,10.35,152.0,137.0,0
21.1,220.5,10.23,155.0,135.0,0
21.1,218.2,10.17,157.0,134.0,0
21.1,219.3,10.2,156.0,134.0,0
21.1,217.7,10.15,157.0,132.0,0
21.1,222.0,10.27,154.0,135.0,0
21.1,225.4,10.39,151.0,137.0,0
21.1,217.9,10.15,156.0,134.0,0
21.1,219.0,10.19,155.0,133.0,0
21.1,224.8,10.36,152.0,137.0,0
21.1,220.9,10.24,154.0,135.0,0
21.1,221.7,10.28,153.0,134.0,0
21.1,218.5,10.18,156.0,132.0,0
21.1,214.9,10.12,157.0,133.0,0
21.1,235.0,11.06,148.0,125.0,0
21.1,240.0,11.2,147.0,124.0,0
21.1,238.0,11.13,149.0,126.0,0
21.1,232.0,11.33,150.0,124.0,0
21.1,238.0,11.13,147.0,125.0,0
21.1,236.0,11.01,146.0,124.0,0
21.1,239.0,11.15,150.0,126.0,0
21.1,234.0,11.39,148.0,125.0,0
21.1,233.0,11.37,147.0,124.0,0
21.1,237.0,11.48,149.0,125.0,0
21.1,236.0,11.06,150.0,124.0,0
21.1,236.0,11.06,148.0,125.0,0
21.1,231.0,11.3,149.0,124.0,0
21.1,237.0,11.48,147.0,125.0,0
21.1,236.0,11.06,148.0,124.0,0
21.1,238.0,11.13,149.0,126.0,0
21.1,234.0,11.39,147.0,125.0,0
21.1,232.0,11.33,146.0,124.0,0
21.1,235.0,11.06,148.0,125.0,0
21.1,237.0,11.48,149.0,125.0,0
21.1,236.0,11.06,148.0,124.0,0
21.1,232.0,11.33,147.0,124.0,0
21.1,234.0,11.39,146.0,125.0,0
21.1,235.0,11.06,149.0,125.0,0
21.1,239.0,11.15,147.0,126.0,0
21.1,233.0,11.37,148.0,124.0,0
21.1,237.0,11.48,149.0,125.0,0
21.1,236.0,11.06,148.0,124.0,0
21.1,180.5,8.32,150.0,130.0,5
21.1,185.2,8.44,152.0,132.0,5
21.1,178.0,8.22,148.0,129.0,5
21.1,182.3,8.35,151.0,131.0,5
21.1,183.0,8.37,150.0,130.0,5
21.1,179.8,8.27,149.0,128.0,5
21.1,184.5,8.4,152.0,132.0,5
21.1,177.9,8.22,147.0,129.0,5
21.1,181.7,8.33,150.0,130.0,5
21.1,180.0,8.28,149.0,129.0,5
21.1,179.2,8.25,148.0,127.0,5
21.1,182.5,8.35,151.0,131.0,5
21.1,175.8,8.16,146.0,128.0,5
21.1,183.8,8.38,152.0,132.0,5
21.1,181.0,8.31,150.0,130.0,5
21.1,180.7,8.3,149.0,129.0,5
21.1,179.5,8.26,147.0,127.0,5
21.1,177.4,8.21,146.0,126.0,5
21.1,182.0,8.34,151.0,131.0,5
21.1,179.0,8.25,149.0,129.0,5
21.1,180.2,8.28,150.0,130.0,5
21.1,182.8,8.36,152.0,132.0,5
21.1,177.0,8.2,146.0,127.0,5
21.1,183.2,8.37,152.0,132.0,5
21.1,180.0,8.28,149.0,129.0,5
21.1,181.4,8.32,150.0,130.0,5
21.1,180.9,8.3,149.0,129.0,5
21.1,179.3,8.25,147.0,127.0,5
21.1,250.0,11.49,150.0,130.0,0
21.1,255.1,12.02,152.0,132.0,0
21.1,248.5,11.41,149.0,129.0,0
21.1,252.0,11.51,150.0,131.0,0
21.1,249.2,11.44,149.0,130.0,0
21.1,253.8,11.56,151.0,132.0,0
21.1,247.9,11.4,149.0,129.0,0
21.1,251.6,11.5,150.0,130.0,0
21.1,254.3,11.57,151.0,132.0,0
21.1,249.8,11.45,149.0,129.0,0
21.1,251.2,11.49,150.0,130.0,0
21.1,254.7,11.58,152.0,133.0,0
21.1,250.5,11.48,150.0,130.0,0
21.1,247.4,11.39,148.0,128.0,0
21.1,253.3,11.55,151.0,132.0,0
21.1,252.4,11.53,151.0,131.0,0
21.1,249.0,11.44,149.0,130.0,0
21.1,257.1,12.06,153.0,134.0,0
21.1,251.5,11.5,150.0,130.0,0
21.1,255.4,12.01,152.0,132.0,0
21.1,248.8,11.42,149.0,129.0,0
21.1,253.3,11.55,151.0,132.0,0
21.1,249.7,11.46,149.0,130.0,0
21.1,252.9,11.54,151.0,131.0,0
21.1,245.7,11.34,148.0,128.0,0
21.1,254.0,11.56,151.0,132.0,0
21.1,250.8,11.48,150.0,130.0,0
21.1,247.9,11.4,149.0,129.0,0
42.2,480.3,11.21,154.0,125.0,4
42.2,481.5,11.22,153.0,124.0,4
42.2,479.8,11.19,155.0,126.0,4
42.2,490.2,11.33,152.0,123.0,4
42.2,482.7,11.23,154.0,125.0,4
42.2,483.9,11.24,153.0,124.0,4
42.2,479.3,11.18,155.0,126.0,4
42.2,481.0,11.21,154.0,125.0,4
42.2,480.0,11.19,154.0,125.0,4
42.2,485.5,11.27,153.0,124.0,4
42.2,481.7,11.22,154.0,125.0,4
42.2,479.9,11.19,155.0,126.0,4
42.2,486.3,11.28,152.0,123.0,4
42.2,480.8,11.2,154.0,125.0,4
42.2,482.4,11.22,154.0,125.0,4
42.2,478.5,11.17,155.0,126.0,4
42.2,489.0,11.32,152.0,124.0,4
42.2,481.2,11.21,154.0,125.0,4
42.2,486.9,11.3,152.0,124.0,4
42.2,480.7,11.2,154.0,125.0,4
42.2,483.5,11.24,153.0,124.0,4
42.2,479.6,11.18,155.0,126.0,4
42.2,485.7,11.28,152.0,123.0,4
42.2,481.1,11.21,154.0,125.0,4
42.2,484.4,11.26,153.0,124.0,4
42.2,479.7,11.19,155.0,126.0,4
42.2,486.2,11.29,152.0,123.0,4
42.2,600.0,14.11,150.0,130.0,2
42.2,610.0,14.14,152.0,132.0,2
42.2,590.0,13.55,149.0,128.0,2
42.2,615.0,14.29,151.0,131.0,2
42.2,605.0,14.15,150.0,129.0,2
42.2,595.0,14.01,148.0,127.0,2
42.2,620.0,14.36,152.0,133.0,2
42.2,585.0,13.46,149.0,128.0,2
42.2,605.0,14.15,150.0,130.0,2
42.2,608.0,14.2,151.0,132.0,2
42.2,607.0,14.18,150.0,131.0,2
42.2,590.0,13.55,149.0,129.0,2
42.2,615.0,14.29,152.0,133.0,2
42.2,585.0,13.46,149.0,128.0,2
42.2,600.0,14.11,150.0,130.0,2
42.2,605.0,14.15,150.0,130.0,2
42.2,598.0,14.05,149.0,129.0,2
42.2,612.0,14.25,151.0,132.0,2
42.2,602.0,14.11,150.0,129.0,2
42.2,607.0,14.18,151.0,131.0,2
42.2,610.0,14.22,152.0,132.0,2
42.2,585.0,13.46,149.0,128.0,2
